,Headline,Language,embedded_text
7263,"റസിയയെ മാറ്റാന്‍ പറ്റില്ല, നിനക്ക് താരയെ അവതരിപ്പിക്കാന്‍ പറ്റില്ലെങ്കില്‍ പോകാം : കാവ്യയോട് ദേഷ്യപ്പെട്ട് ലാല്‍ജോസ്",Malayalam,0.22386473
7264,રણબીર-આલિયાની 'બ્રહ્માસ્ત્ર'નો લોગો અનોખી રીતે થયો લોંચ,Gujarati,0.10504485
7265,"பி.சி.ஸ்ரீராம் சென்னையின் பல்வேறு இடங்களை அழகியலுடன் கேமராவில் கடத்தி இருக்கிறார். ஃபிரேம் வைத்திருக்கும் விதம் அபாரம். அனிருத்தின் இசையில் ரெமோ, சிரிக்காதே பாடல்கள் ரசிக்க வைக்கின்றன. பின்னணி இசை காட்சிகளுக்கு ஒத்திசைவாக பொருந்திப் போகிறது.",Tamil,0.2638762
7266,ഒയോ റൂംസ് ജപ്പാനിലേക്കും ബിസിനസ്സ് വ്യാപിപ്പിക്കുന്നു,Malayalam,-0.089788266
7267,ತೆಲುಗಿನಲ್ಲಿ ಅಭಿನಯಿಸಲಿದ್ದಾರಾ ದರ್ಶನ್​: ಸುಕುಮಾರ್​-ದಚ್ಚು ಭೇಟಿಯ ರಹಸ್ಯವೇನು?,Kannada,0.069844514
7268, ‘அர்ஜுன் ரெட்டி’ புகழ் விஜய் தேவரகொண்டா நடிக்கும் தமிழ்ப் படத்திற்கு ‘நோட்டா’ என்று பெயர் வைக்கப்பட்டுள்ளது.,Tamil,0.19730923
7269,കോല്‍​ക്ക​ത്ത​യി​ല്‍ പു​തി​യ ക​പ്പ​ല്‍ ​ നി​ര്‍​മാ​ണശാ​ല,Malayalam,-0.018598516
7270,तलाठ्यानं चक्क घोड्यावर बसून केले बोंडअळीचे पंचनामे !,Marathi,0.1343081
7271,"50 વર્ષમાં ન લીધેલી રજાઓના લીધે, આ ગુજરાતીની સંપત્તિમાં 19 કરોડ રૂપિયાનો વધારો થયો",Gujarati,0.032591317
7272,लायकी नसणाऱ्यांना महत्त्व देऊ नका - नाना पाटेकर,Marathi,0.004596293
7273,കിസാന്‍ പദ്ധതിയില്‍ 'ലോട്ടറി' റവന്യൂവകുപ്പിന്; ഭൂനികുതി അടക്കാത്ത പലരും വില്ലേജ് ഓഫീസില്‍,Malayalam,0.12674813
7274,एका वर्षात सत्तेला लाथ मारून सेना पुन्हा सत्तेत येणार -आदित्य ठाकरे,Marathi,0.021240786
7275,സിനദിന്‍ സിദാന്റെ കീഴില്‍  പരിശീലനം ആരംഭിച്ച്‌ റയല്‍ മാഡ്രിഡ്,Malayalam,0.089264125
7276,"துளசி மாலை சார்த்தி, சனிக்கிழமை தோறும் வழிபட்டு வந்தால், கடன் தொல்லையில் இருந்து விடுபடுவீர்கள். வீட்டில் சுபிட்சத்துக்கு குறைவிருக்காது என்பது உறுதி என்கிறார்கள் பக்தர்கள்!",Tamil,0.19252937
7277,ദോഹ റിയല്‍ എസ്റ്റേറ്റ് ഇടപാടുകളില്‍ മുന്നില്‍,Malayalam,-0.029648336
7278,தொடர்ந்து திரளான பக்தர்கள் வடம் பிடித்து இழுக்க நான்கு ரதவீதிகளில் வள்ளி தெய்வானை சமேத முத்துக்குமாரசுவாமி தேரில் வலம் வந்து பக்தர்களுக்கு காட்சியளித்தார். தைப்பூசத்தை முன்னிட்டும் தேரோட்டத்தை முன்னிட்டும் லட்சக்கணக்கான பக்தர்கள் பழநியில் குவிந்துள்ளனர்.,Tamil,0.11752409
7279,రికార్డుల బాటలోనే..,Telugu,-0.4162825
7280,"२०१९ ला कोसळून पडू नये हीच सदिच्छा, सेनेचा भाजपला टोला",Marathi,0.22670148
7281,అకాడమీని వీడొద్దని సైనాను ప్రాధేయపడ్డా,Telugu,0.026272934
7282,പരിക്ക് വില്ലനായി വില്യംസന്റെ ഐ പി എല്‍ വരവ് വൈകിയേക്കും,Malayalam,0.060584407
7283,ஐந்திலே ஒன்றை வைத்தான்அவன் எம்மை அளித்து காப்பான்,Tamil,0.16867054
7284,രാജ്യത്ത് അനധികൃത നിക്ഷേപ പദ്ധതികള്‍ക്ക് നിരോധനം; നിക്ഷേപ തട്ടിപ്പുകള്‍ക്കും ചൂഷണങ്ങള്‍ക്കുമെതിരെയുള്ള ഓര്‍ഡിനന്‍സില്‍ രാഷ്ട്രപതി ഒപ്പുവച്ചു,Malayalam,-0.0049029547
7285,"रत्नागिरीत सुरेश प्रभूंविरोधात निदर्शन, निलेश राणेंना अटक",Marathi,-0.053409077
7286," മലയാള ഭാഷ കൈരളി, മലനാട്ട് ഭാഷ എന്നും അറിയപ്പെടുന്നു",Malayalam,0.038591467
7287,జనంపైకి దూసుకెళ్లిన ఆర్టీసీ బస్సు,Telugu,-0.08080666
7288,ठाण्याच्या महापौरपदी शिवसेनेच्या संजय मोरेंची निवड,Marathi,-0.064200506
7289,ஞீலி என்பது கல்வாழையில் ஒரு வகை. பைஞ்ஞீலி என்றால் பசுமையான வாழை என்று பொருள் . பசுமையான ஞீலி வாழையை தல விருட்சமாக கொண்டுள்ளதால் இத்தலத்திற்கு திருப்பபைஞ்ஞீலி என்று பெயர் .,Tamil,0.17862768
7290,ವಾಟ್ಸಾಪ್​ ಅಪ್ಡೇಟ್​ ಮಾಡಿ ಡಿಲೀಟ್​ ಆದ ಸಂದೇಶವನ್ನು ಮತ್ತೆ ಪಡೆಯಿರಿ,Kannada,0.19748472
7291,காதலர் தினத்தை முன்னிட்டு ஃபர்ஸ்ட் லுக் போஸ்டரை வெளியிட்டுள்ளது படக்குழு. துல்கர் சல்மான் மற்றும் ரீத்து வர்மா இருவருமே 'இதய வடிவத்தில்' கைகளை வைத்திருப்பது போன்று போஸ்டரை வடிவமைத்திருக்கிறார்கள். இதற்கு இணையத்தில் வரவேற்பு கிடைத்திருக்கிறது.,Tamil,0.36940026
7292,ಸಾಫ್ಟ್​ವೇರ್ ಅಪ್​ಡೇಟ್ ವೇಳೆ ಸ್ಫೋಟಗೊಂಡ  ಐಫೋನ್...!,Kannada,0.08816656
7293,'लिट्ल मास्टर'ची धमाल,Marathi,0.028381133
7294,"இதுகுறித்து மத்திய குற்றப்பிரிவு போலீஸார் கூறும்போது, ''எந்த விதமான முன் அனுமதியும் இன்றி சுவாதி கொலை வழக்கு படமாக்கப்பட்டுள்ளது. மேலும் படத்தின் ட்ரெய்லரும் சட்ட விரோதமாக வெளியிடப்பட்டுள்ளது. எனவே, அவர் மீது வழக்கு பதிந்துள்ளோம்'' என்றனர்.",Tamil,0.29218423
7295,येरवडा कारागृहात कैद्याची ठेचून हत्या,Marathi,-0.051709473
7296,पुणे मेट्रोसमोर भूसंपादनाचं मोठ आव्हान,Marathi,-0.0551837
7297,'ती'ला सापासोबत खेळायला आवडतं !,Marathi,0.0018761026
7298,लातूरला पाणी नेणारी स्पेशल वॉटर एक्स्प्रेस मिरजकडे रवाना,Marathi,-0.10369099
7299,"கண்ணனிடத்தில் அதிக ஈடுபாடு கொண்டவளாக தான் இருந்த ஸ்ரீவில்லிபுத்தூரையே ஆயர்பாடியாக பாவித்து, அனுபவித்த அமுதம்... திருப்பாவையாக, நாச்சியார் திருமொழியாக, தமிழ் செய்த புண்ணியமாக நமக்கு வாய்த்தது.",Tamil,0.14514062
7300,"पंतप्रधान मोदी पुन्हा महाराष्ट्र दौऱ्यावर, होणार जाहीर सभा",Marathi,0.09636358
7301,"
വിജയ് സേതുപതി ചിത്രം സിന്തുബാദിന്റെ ടീസര്‍ പുറത്തുവിട്ടു
                                            
",Malayalam,0.1774076
7302,"પૈસાનાં નશામાં પ્રિયંકા ભૂલી તેનું જ ઘર, પાડોસીઓએ લગાવી લાઇટ્સ",Gujarati,0.10403167
7303,റൊണാള്‍ഡോയുടെ ചിറകിലേറി തിരിച്ചുവരവ് ലക്ഷ്യമിട്ട് യുവന്റസ്,Malayalam,0.028207645
7304,ಬದಲಾಗುತ್ತಿರುವ ಟ್ರೆಂಡ್​ಗೆ ತಕ್ಕಂತೆ ಹಾಡುಗಳನ್ನು ಮಾಡುವ ಟ್ರೆಂಡಿ ಭಟ್ಟರು,Kannada,0.106297866
7305,सांगली निवडणुकीवरून आता आघाडीत धुसफूस,Marathi,-0.0862836
7306,"શ્રેષ્ઠ ડિસ્પ્લે સાથે લોન્ચ થયો Vivo X21s, કિંમત છે તમારા બજેટમાં",Gujarati,-0.20365076
7307,नागपुरात शांततेत बंद सुरू,Marathi,0.054621916
7308,धर्मशाला कसोटीत भारतानं उभारली विजयाची गुढी,Marathi,0.036711402
7309,"एका 'परी'ची गोष्ट, पोटच्या गोळ्यालाच स्वीकारायला जन्मदात्यांचा नकार",Marathi,0.18321761
7310,"மேலும், தனுஷ் - கார்த்தி சுப்புராஜ் கூட்டணி படத்தை தயாரிக்கவிருந்தது தேனாண்டாள் பிலிம்ஸ் நிறுவனம். தற்போது தனுஷ் இயக்கவுள்ள படத்தை தயாரிக்கவிருப்பதால், கார்த்திக் சுப்புராஜ் படம் கைவிடப்பட்டதாகவே தெரிகிறது.",Tamil,0.36773705
7311,చిట్టచివరి సుమత్రన్‌ ఖడ్గమృగం మృతి,Telugu,0.040147945
7312,सोनमच्या लग्नात रणबीर-आलियाची हातात हात घालून एंट्री,Marathi,0.2024824
7313,ફરવા જવાનો કરી રહ્યાં છો પ્લાન? તો ઈન્ડિગો 899 રૂપિયામાં કરાવશે હવાઈ સફર,Gujarati,0.15921262
7314,ഗാംഗുലിക്ക് പുതിയ റോള്‍'; ഐപിഎല്ലില്‍  ഡല്‍ഹി ക്യാപിറ്റല്‍സിന്റെ ഉപദേശകനാവും,Malayalam,0.28715077
7315,ജോജുവിന്റെ പൊറിഞ്ചു മറിയം ജോസില്‍ ചെമ്ബന്‍ വിനോദും! പുതിയ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്ത്,Malayalam,0.24904677
7316,"बीडमध्ये 'सैराट' घटना, भररस्त्यावर भावानेच बहिणीच्या पतीची केली हत्या",Marathi,0.23719434
7317,ಶಿಲ್ಪಾ ಶೆಟ್ಟಿ ಕೊಟ್ಟಿದ್ದ ದೀಪಾವಳಿ ಪಾರ್ಟಿಗೆ ಸುಶ್ಮಿತಾ ಸೇನ್​ ಯಾರೊಂದಿಗೆ ಹೋಗಿದ್ದು ಗೊತ್ತಾ..?,Kannada,0.097347856
7318,पुणे : पिठाच्या गिरणीत ओढणी अडकून महिलेचा मृत्यू,Marathi,0.07602043
7319,శుభలేఖలు పంచడానికి వెళ్తూ..,Telugu,0.06522731
7320,स्काय डायव्हिंगचा थरार,Marathi,0.3745535
7321,अखेर माहिरा 'रईस'च्या प्रमोशनमध्ये,Marathi,0.06884272
7322,పాఠశాల భవనం పైనుంచి పడి విద్యార్థిని దుర్మరణం,Telugu,-0.1714849
7323,கண்ணைத் துயின்று  அவமே  காலத்தைப்  போக்காதே,Tamil,0.17865548
7324,"Box Offcie: છવાઇ ગઇ વિક્કી કૌશલની 'ઉરી', વાંચો 3 દિવસની છપ્પર ફાડ કે કમાણી",Gujarati,0.18381809
7325,फिल्म रिव्ह्यु : संदूक,Marathi,0.119668104
7326,നൂറിന്റെ അവസരം പ്രിയ തട്ടിയെടുത്തോ? - പിണക്കത്തിനു പിന്നിലെ കാരണം തുറന്ന് പറഞ്ഞ് നൂറിന്‍,Malayalam,0.09168932
7327,SBIમાં તમારૂ ખાતું હોય તો ચોક્કસ વાંચજો આ સમાચાર નહીં તો થશે મોટું નુકશાન,Gujarati,0.28891918
7328,आयुक्तांच्या लेखी आश्वासनानंतर पुण्यातलं कचरा आंदोलन मागे,Marathi,-0.019694488
7329,"കരീന ബിക്കിനിയില്‍, നാണക്കേടില്ലേയെന്നു വിമര്‍ശനം ; കിടിലന്‍ മറുപടിയുമായി താരം",Malayalam,0.261618
7330,Income Tax Slab 2019-20: જાણો ઇન્કમ ટેક્સમાં શું-શું છૂટ મળી?,Gujarati,-0.06716066
7331,യുദ്ധഭീതി ഓഹരി കമ്ബോളങ്ങളിലും,Malayalam,-0.023160815
7332,യമണ്ടന്‍ പ്രേമകഥ സെറ്റില്‍ ദുല്‍ഖറിനൊപ്പം പിറന്നാളാഘോഷിച്ച്‌ നിഖില; ചിത്രങ്ങള്‍ വൈറല്‍,Malayalam,-0.020009166
7333,‘ప్లానింగ్‌’ పాటలు విడుదల,Telugu,-0.017610185
7334,"पुणे, नागपूरमध्ये प्रत्येकी एक कोटीची रोकड जप्त",Marathi,0.006750134
7335,"சாகசப் பிரியர்களுக்கான வாகனம். காடு, மலை என கரடு முரடான சாலைகளில் பயணிக்க ஏற்றது. வில்லிஸ் ஜீப் நிறுவனத்தின் லைசென்ஸ் பெற்று இத்தகைய ஜீப்களை மஹிந்திரா அண்ட் மஹிந்திரா தயாரிக்கிறது. தற்போது தார் என்ற பெயரில் ஏசி வசதியுடன் அறிமுகப்படுத்தியுள்ளது.",Tamil,0.34752488
7336,మెరిసిన శిరీష,Telugu,-0.20783585
7337,డీహెచ్‌ఎఫ్‌ఎల్‌ సీఎండీ అరెస్టు,Telugu,0.257326
7338,ರಣವೀರ್​ ಸಿಂಗ್​ಗೆ ಗಿಫ್ಟ್​ ಕೊಟ್ಟ ಬಿಗ್​-ಬಿ ಅಮಿತಾಬ್​: ಆ ಗಿಫ್ಟ್​ ಏನು ಗೊತ್ತಾ?,Kannada,0.26630443
7339,"पंतप्रधानांच्या कल्याणच्या कार्यक्रमात शिवसेनेला डावललं, उद्धव ठाकरेंना निमंत्रण नाही?",Marathi,0.06239572
7340,કેન્સરની આ 42 દવાઓનાં ભાવમાં 85 ટકા સુધીનો થયો ઘટાડો,Gujarati,-0.011633289
7341,ആദായ നികുതി സ്ലാബുകള്‍ പരിഷ്‌കരിക്കാന്‍ ധനമന്ത്രാലയത്തിന്റെ നിര്‍ദേശം; മൂന്നു മാസത്തെ സാവകാശം ആവശ്യപ്പെട്ട് പ്രത്യക്ഷ നികുതി കോഡ് സമിതി,Malayalam,0.16873117
7342,బౌలర్లు చేజేతులా..!,Telugu,-0.12406842
7343,આ બીમારી છે? તો મફતમાં કરવા મળશે Railway યાત્રા,Gujarati,0.014095984
7344,"अबब, एका चहावाल्याची 'एवढी' कमाई?",Marathi,0.149609
7345,ಅವಮಾನಗಳ ನಡುವೆ ಕತಾರ್​ ಈ ಬಾರಿಯ ಏಷ್ಯಾ ​ಫುಟ್​ಬಾಲ್ ಚಾಂಪಿಯನ್,Kannada,0.18643057
7346,రాణించిన డీఎల్‌ఎఫ్‌,Telugu,0.02574
7347,സ്വര്‍ണ വിലയില്‍ മാറ്റമില്ല; ഉയര്‍ന്ന നിരക്ക് തുടരുന്നു,Malayalam,0.0496262
7348,"ದೀಪ್​ವೀರ್​ ಮದುವೆ ಕುತೂಹಲ ಸಾಮಾನ್ಯ ಜನರನ್ನು ಮಾತ್ರವಲ್ಲ, ಕೇಂದ್ರ ಸಚಿವರನ್ನು ಕಾಡುತ್ತಿದೆ",Kannada,0.15125091
7349,ರಿಲೀಸ್​ ಆಯಿತು 'ಅಸತೋಮ ಸದ್ಗಮಯ' ಸಿನಿಮಾದ ಆಡಿಯೋ,Kannada,0.11494558
7350,दुष्काळग्रस्तांनी उभारली काळी गुढी,Marathi,-0.07317551
7351,", અમેરિકામાં ૧૮૬૩-¬૧૯૩૫ના ગાળામાં વ્યાપારી બૅંકોને નોટો બહાર પાડવાની સત્તા પ્રદાન કરવામાં આવી હતી",Gujarati,0.14142014
7352,ఐపీఎల్‌లో బాల నటుడు,Telugu,0.058451574
7353,ಟ್ವಿಟರ್​ನಲ್ಲಿ ನಕಲಿ ಖಾತೆಗಳನ್ನ ಅನ್​ಫಾಲೋ ಮಾಡಿ,Kannada,0.113115
7354,पीक कर्जासाठी शरीरसुखाची मागणी करणाऱ्या बँक मॅनेजरला बेड्या,Marathi,0.025942922
7355,ഇന്ത്യന്‍ പ്രതീക്ഷകള്‍ അസ്തമിക്കുന്നു; സൈനയും ശ്രീകാന്തും ഓള്‍ ഇംഗ്ലണ്ട് ബാഡ്മിന്റണില്‍ നിന്ന് പുറത്ത്,Malayalam,0.25145125
7356,सुजय विखेंबद्दल अजित पवारांनी केला हा मोठा गौप्यस्फोट!,Marathi,0.2892096
7357,മെ​ഴ്സി​ഡസ്-​ബെ​ന്‍​സ് സ​ര്‍​വീ​സ് സെ​ന്‍റ​ര്‍ മ​ര​ടി​ല്‍,Malayalam,-0.03586009
7358,'കുമ്ബളങ്ങി നൈറ്റ്സി'ലേക്ക് ഫ്രാങ്കിയെ കണ്ടെത്തിയതിങ്ങനെ; ഗ്രൂമിങ്ങ് വീഡിയോ,Malayalam,0.2573826
7359,"""టోక్యో ఒలింపిక్స్‌కు మేరీ, అమిత్‌""",Telugu,0.05284423
7360,രാജ്യത്തെ ആശങ്കയിലാഴ്ത്തി ഒപെക് രാജ്യങ്ങളുടെ തീരുമാനം : ക്രൂഡ് ഓയില്‍ വില കുതിച്ചുയരുന്നു,Malayalam,0.0573302
7361,ఆ సమయంలో ఒత్తిడికి గురయ్యా,Telugu,0.08357942
7362,एकता कपूरच्या मालिकांपेक्षाही जास्त ट्विस्ट आहेत या मराठी मालिकेत,Marathi,-0.074885346
7363,अनोखा सन्मान,Marathi,-0.030591406
7364,ब्रँड अॅम्बॅसेडर नसलो तरी देश अतुल्यच राहणार -आमिर खान,Marathi,0.070449166
7365,പ്രധാന താരങ്ങള്‍ക്ക് വിശ്രമം നല്‍കി പാകിസ്താന്‍; ഓസ്‌ട്രേലിയയ്‌ക്കെതിരെ ടീം പ്രഖ്യാപിച്ചു,Malayalam,-0.17564158
7366,न्यूझीलंडविरुद्ध भारतीय महिला संघाचाही दारूण पराभव,Marathi,-0.25395834
7367,"સાત ફેરા બાદ હવે કપિલ-ગિન્નીએ કર્યા શીખ રિવાજથી લગ્ન, તસવીરો આવી સામે",Gujarati,-0.0034663447
7368,ಅಮೆಜಾನ್ 'ಚಿಲ್ಲರೆ' ಪ್ಲಾನ್: ಬಿಗ್ ಬಜಾರ್​ ಖರೀದಿಸಲಿದ್ದಾರಾ ವಿಶ್ವದ ಶ್ರೀಮಂತ ಉದ್ಯಮಿ,Kannada,0.1785227
7369,"“அஸ்ஸலாமு அலைக்கும். உங்கள் மீது இறைவனின் சாந்தியும், சமாதானமும் பொழிவதாக!” என்று முகமன் கூறினார். உமரும் பதில் முகமன் தெரிவித்தார்.",Tamil,0.15892963
7370,"પૂનમ પાંડેએ સોશિયલ મીડિયા પર અપલોડ કર્યા બોલ્ડ ફોટો, થયા વાઇરલ",Gujarati,0.004991596
7371,આગામી મહિને નવી ટેલિકોમ પૉલિસી રજૂ થશે: ટેલિકોમ સચિવ,Gujarati,0.11738201
7372, ಸ್ಟಾಪಲ್ ಗಳು ಮತ್ತು ಕಾಳುಗಳ ಮೂಲಗಳನ್ನು ತಲುಪಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ ಮತ್ತು ರೈತರನ್ನು ತನ್ನ ಪ್ಲಾಟ್ ಫಾರ್ಮ್ ವ್ಯಾಪ್ತಿಗೆ ತರಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ,Kannada,0.21428384
7373,హెచ్‌సీఏ సీనియర్‌ సెలక్షన్స్‌ కమిటీ ఎంపిక,Telugu,-0.035063405
7374,ભારતની કિમ કાર્દિશિયને આ લૂકમાં તમે ઓળખી નહીં શકો,Gujarati,-0.095663786
7375,"அசுரர்களின் அட்டகாசத்தை ஒடுக்குவதற்காக, சூரியபகவானுக்கு வருகிறது கட்டளை. அசுரக் கூட்டத்தை அழித்து அவர்களின் ராஜகுரு சுக்ராச்சரியரையும் அழிக்க வேண்டும் என்பதே உத்தரவு.",Tamil,0.30422872
7376,భారత పోలీసు అధికారికి ఐరాస పురస్కారం,Telugu,0.10126658
7377,ಸ್ಯಾಂಡಲ್‍ವುಡ್​ನ ಪವರ್ ಸ್ಟಾರ್​ಗೆ ಇಂದು ಹುಟ್ಟುಹಬ್ಬದ ಸಂಭ್ರಮ,Kannada,0.17360634
7378,नाशिकमध्ये पुराच्या पाण्यात वाहून आले नागोबा !,Marathi,0.019961933
7379,"बिग बाॅस मराठी : सईने मागितली रेशमची माफी, रेशम माफ करणार का ?",Marathi,0.14193219
7380,આ સેલિબ્રિટી કપલે અંડર ગાર્મેન્ટ્સ રાખવા માટે બનાવ્યો રૂ. 51 લાખનો રૂમ!,Gujarati,0.044726208
7381,नर्सरीत तीन वर्षाखालील मुलांना मिळालेले प्रवेश होणार रद्द,Marathi,-0.11390233
7382,"ખતરનાક લૂકમાં સામે આવ્યુ 'રેસ' ફેમેલી, સલમાન ખાને શેર કર્યુ પોસ્ટર",Gujarati,0.24420124
7383,आॅस्कर सोहळ्यात 'देसी गर्ल',Marathi,-0.11559931
7384,கடன் வாங்கும் இலக்கு: குறைத்தது மத்திய அரசு,Tamil,0.066672064
7385,கோபி இயக்கத்தில் நயன்தாரா நடிப்பில் உருவாகியுள்ள படம் 'அறம்'. 'குற்றம் கடிதல்' பிரம்மா இயக்கத்தில் ஜோதிகா நடிப்பில் உருவாகி வரும் படம் 'மகளிர் மட்டும்'. சூர்யா தயாரித்துவரும் இப்படத்தின் இறுதிகட்ட படப்பிடிப்பு துரிதமாக நடைபெற்று வருகிறது.,Tamil,0.27459538
7386, அதற்குச் சான்றாகக் கீழ்வரும் இலக்கியக் குறிப்புகளைக் காட்டலாம்,Tamil,-0.109294586
7387,'സത്യങ്ങള്‍ ഞാന്‍ പറയാന്‍ തുടങ്ങിയാല്‍ ചിലരൊക്കെ വെള്ളം കുടിക്കും'; പ്രിയ വാര്യര്‍,Malayalam,0.15795548
7388,"કવિ તુષાર શુક્લએ ભારતની કાર્યવાહી પર લખી કવિતા, મોદીનો માન્યો આભાર",Gujarati,-0.024332492
7389,"भुजबळांचा पाय आणखी खोलात, मुंबई-नाशिकमध्ये घर-कार्यालयांवर छापे",Marathi,0.12554666
7390,"பல்வேறு நாடுகளில் வரி அமைப்பு முறை எப்படி இருக்கிறது, எந்த நாட்டில் சிறப்பான நேரடி வரிமுறை பின்பற்றப்படுகிறது என்பதை கருத்தில் கொண்டு புதிய வரைவை தயார்செய்ய வேண்டும் என்று கேட்டு கொள்ளப்பட்டிருக்கிறது.",Tamil,0.28314468
7391,યુવાનોમાં ફેવરિટ આ સ્માર્ટફોન પર મળી રહી છે ભારે છૂટ,Gujarati,0.044648226
7392,ഇന്ത്യന്‍ താരങ്ങള്‍ക്കെതിരെ നടപടി ആവശ്യപ്പെട്ട് പാക്,Malayalam,-0.14802952
7393,ഞാന്‍ ബിക്കിനി ധരിക്കുന്നത് തടയാന്‍ സെയ്ഫ് ആരാണ്! വായടപ്പിക്കുന്ന മറുപടിയുമായി കരീന കപൂര്‍,Malayalam,0.08407841
7394,शिवसेनेकडून पुण्यात हेल्मेटची अंत्ययात्रा,Marathi,-0.02197037
7395,पैशावाल्यांची आंदोलनं मोठी होतात -राजकुमार बडोले,Marathi,-0.07915821
7396,"मी आडनाव काय ठेवू हे तुम्ही कोण सांगणारे ?,सोनमने सुनावलं",Marathi,0.07912695
7397,విమానంలో సాంకేతిక లోపం,Telugu,0.10900571
7398,అవినీతి కేసులో పాక్‌ మాజీ ప్రధాని అబ్బాసీ అరెస్టు,Telugu,0.11249163
7399,పోలీస్‌గా రవితేజ,Telugu,0.062872805
7400,'ലേലം' ചിത്രത്തിന്റെ രണ്ടാം ഭാഗത്തില്‍ ചാക്കോച്ചിയായി സുരേഷ് ഗോപിയും കൊച്ചു ചാക്കോച്ചിയായി മകന്‍ ഗോകുല്‍ സുരേഷും എത്തുന്നു,Malayalam,0.12543452
7401,'याचं काय करायचं..?',Marathi,0.38772008
7402,"""మరోసారి భేటీకి సిద్ధమైన ట్రంప్‌, కిమ్‌""",Telugu,-0.07671635
7403, இதன் தலைநகரமாக சென்னை உள்ளது,Tamil,0.14347142
7404,"அதற்கு இயேசு, “முன்னோராகிய தாவீதுக்கும் அவருடைய ஆட்களுக்கும் பசியெடுத்தபோது, அவர் என்ன செய்தார் என்று நீங்கள் வாசிக்கவில்லையா? அவர் கடவுளுடைய வீட்டுக்குள் போய், குருமார்களைத் தவிர வேறு யாருமே சாப்பிடக்கூடாத படையல் ரொட்டிகளை தன் ஆட்களோடு சேர்ந்து சாப்பிட்டாரே.. ",Tamil,0.2062811
7405,"एकतर्फी प्रेमाचा बळी, सातवीत शिकणार्‍या मुलीची आत्महत्या",Marathi,0.06992187
7406,"આઇટમ ગર્લ નોરા ફતેહીએ સેલિબ્રેટ કર્યો બર્થ-ડે, પાર્ટીમાં આવ્યા સ્ટાર્સ",Gujarati,0.2142724
7407,தற்போது கவுரவ கதாபாத்திரத்தில் விஜய் சேதுபதி ஒப்பந்தம் செய்யப்பட்டு இறுதிக்கட்ட படப்பிடிப்பு தொடங்கப்பட்டுள்ளது. 'நானும் ரவுடிதான்' படத்திற்குப் பிறகு விஜய் சேதுபதி - நயன்தாரா இணைந்து நடிக்கும் படம் இதுவாகும்.,Tamil,0.38180685
7408,धर्मा पाटील यांच्यावर मूळ गावी अंत्यसंस्कार,Marathi,-0.0662621
7409,'સિંબા'ની રિલીઝ પહેલાં સારાએ સોશિયલ મીડિયા પર શેર કરી સુંદર તસવીરો,Gujarati,0.06406544
7410,ಭಾರತದಲ್ಲಿ ಹೆಚ್ಚುತ್ತಿದೆ ಮೊಮೊ ಚಾಲೆಂಜ್​ ಹಾವಳಿ,Kannada,0.1673338
7411,"કપિલના શોમાં કિકુએ કહ્યું- સલમાનનું ગીત ગાઇશ, તે શોનો પ્રોડ્યુસર છે",Gujarati,0.20686172
7412,હાર્દિક પંડ્યા અને અલી અવરામનું બ્રેક અપ? આ હોટ એક્ટ્રેસને કરી રહ્યો છે ડેટ,Gujarati,0.09058079
7413,"பக்த துக்காராமுக்கு விநாயகர் என்றால் ரொம்ப பிரியம். அவர் அழைக்கும்பொழுதெல்லாம் விநாயகர் அவருடன் மதிய உணவு சாப்பிட வருவாராம். இதனைக் கேள்விப்பட்ட பெரும் செல்வந்தர் சின்சுவாட், பக்த துக்காராமைத் தனது இல்லத்தில் சாப்பிட அழைக்க நினைத்தார்.",Tamil,0.1903005
7414,ஈசனார்க்கு  அன்பார் யாம்  ஆரேலோர்  எம்பாவாய். ,Tamil,0.02709181
7415,'இது வேதாளம் சொல்லும் கதை' படத்தின் ஃபர்ஸ்ட் லுக் மற்றும் டீஸர் சமூகவலைத்தளத்தில் வெளியிடப்பட்டு இருக்கிறது.,Tamil,0.2993881
7416,"நெட்டிசன் நோட்ஸ்: 'விவேகம்'- பிரியாணியா, பழைய தக்காளி சோறா?",Tamil,0.26703805
7417,ಗ್ರಾಹಕರಿಗೆ 'ಜೀರೋ ಟಚ್’ ಎಂಬ ಪೋಸ್ಟ್​ಪೇಯ್ಡ್​ ಆಫರ್​ ನೀಡಲು ಮುಂದಾದ ಜಿಯೋ,Kannada,0.18969256
7418,"पोलीस स्टेशनमध्ये हत्या, मुलांच्या भांडणावरून घडली घटना",Marathi,0.34664083
7419,પતંજલિ પરિધાન સાથે જોડાઇ વેપાર કરવા માંગો છો? આ છે પ્રક્રિયા,Gujarati,-0.22734736
7420,जस्ट मॅरिड..आदित्यची 'राणी' !,Marathi,0.065526895
7421,नटस्रमाट नाना,Marathi,0.009521355
7422,"હવે નહીં પડે સ્ટાઇલિસ્ટની જરુરિયાત, રજૂ થયો Smart Mirror",Gujarati,-0.05999005
7423,సూర్యుడి రేడియో చిత్రాలు సిద్ధం,Telugu,0.04169125
7424,ദമ്ബതികളായി ദിലീപും അനു സിത്താരയും;'ശുഭരാത്രി'യുടെ ലൊക്കേഷന്‍ ചിത്രങ്ങള്‍ പുറത്ത്,Malayalam,0.2020787
